Timestamp,EventType,SourceIP,DestinationHost,UserPrincipal,Severity,Message,Facility
2026-06-11T12:23:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:24:00Z,VPNLogin,10.20.5.241,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T12:25:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:26:00Z,AuthSuccess,10.20.5.220,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T12:27:00Z,AuthFailure,10.20.5.221,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T12:28:00Z,VPNLogin,10.20.5.247,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T12:29:00Z,ConfigChange,10.20.5.229,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T12:30:00Z,FirewallAllow,10.20.5.231,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T12:31:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:32:00Z,AuthFailure,10.20.5.229,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T12:33:00Z,VPNLogout,10.20.5.248,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T12:34:00Z,PrivilegeEscalation,10.20.5.237,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T12:35:00Z,PrivilegeEscalation,10.20.5.232,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T12:36:00Z,FirewallAllow,10.20.5.238,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T12:37:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:38:00Z,VPNLogin,10.20.5.7,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T12:39:00Z,AuthSuccess,10.20.5.234,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T12:40:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:41:00Z,AuthFailure,10.20.5.242,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T12:42:00Z,FirewallAllow,10.20.5.1,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T12:43:00Z,VPNLogin,10.20.5.7,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T12:44:00Z,AuthFailure,10.20.5.236,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T12:45:00Z,FirewallAllow,10.20.5.2,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T12:46:00Z,VPNLogin,10.20.5.11,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T12:47:00Z,VPNLogout,10.20.5.11,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T12:48:00Z,PrivilegeEscalation,10.20.5.244,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T12:49:00Z,AuthSuccess,10.20.5.242,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T12:50:00Z,FirewallAllow,10.20.5.1,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T12:51:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:52:00Z,VPNLogout,10.20.5.16,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T12:53:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:54:00Z,AuthSuccess,10.20.5.248,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T12:55:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T12:56:00Z,PrivilegeEscalation,10.20.5.3,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T12:57:00Z,PrivilegeEscalation,10.20.5.8,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T12:58:00Z,AuthFailure,10.20.5.1,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T12:59:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:00:00Z,FirewallAllow,10.20.5.11,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:01:00Z,AuthFailure,10.20.5.11,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:02:00Z,VPNLogout,10.20.5.33,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T13:03:00Z,AuthFailure,10.20.5.13,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:04:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:05:00Z,AuthFailure,10.20.5.16,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:06:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:07:00Z,FirewallAllow,10.20.5.26,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:08:00Z,AuthFailure,10.20.5.12,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:09:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:10:00Z,ConfigChange,10.20.5.18,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:11:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:12:00Z,VPNLogin,10.20.5.34,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T13:13:00Z,VPNLogout,10.20.5.43,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T13:14:00Z,VPNLogin,10.20.5.41,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T13:15:00Z,AuthSuccess,10.20.5.23,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:16:00Z,AuthFailure,10.20.5.18,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:17:00Z,ConfigChange,10.20.5.24,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:18:00Z,ConfigChange,10.20.5.30,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:19:00Z,PrivilegeEscalation,10.20.5.30,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T13:20:00Z,FirewallAllow,10.20.5.37,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:21:00Z,AuthFailure,10.20.5.25,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:22:00Z,AuthSuccess,10.20.5.26,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:23:00Z,FirewallAllow,10.20.5.40,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:24:00Z,VPNLogout,10.20.5.50,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T13:25:00Z,AuthFailure,10.20.5.32,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:26:00Z,VPNLogin,10.20.5.56,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T13:27:00Z,ConfigChange,10.20.5.34,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:28:00Z,AuthSuccess,10.20.5.34,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:29:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:30:00Z,AuthFailure,10.20.5.31,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:31:00Z,AuthSuccess,10.20.5.41,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:32:00Z,ConfigChange,10.20.5.45,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:33:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:34:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:35:00Z,ConfigChange,10.20.5.40,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:36:00Z,AuthFailure,10.20.5.44,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:37:00Z,VPNLogout,10.20.5.65,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T13:38:00Z,FirewallAllow,10.20.5.50,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:39:00Z,ConfigChange,10.20.5.45,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:40:00Z,ConfigChange,10.20.5.51,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T13:41:00Z,AuthSuccess,10.20.5.51,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:42:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:43:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:44:00Z,AuthSuccess,10.20.5.51,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:45:00Z,AuthFailure,10.20.5.52,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:46:00Z,FirewallAllow,10.20.5.58,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:47:00Z,AuthFailure,10.20.5.51,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:48:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:49:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:50:00Z,FirewallAllow,10.20.5.65,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:51:00Z,VPNLogin,10.20.5.81,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T13:52:00Z,AuthFailure,10.20.5.62,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:53:00Z,AuthFailure,10.20.5.61,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T13:54:00Z,FirewallAllow,10.20.5.68,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T13:55:00Z,AuthSuccess,10.20.5.62,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T13:56:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T13:57:00Z,VPNLogout,10.20.5.82,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T13:58:00Z,AuthFailure,10.20.5.68,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T13:59:00Z,VPNLogout,10.20.5.84,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T14:00:00Z,AuthFailure,10.20.5.70,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:01:00Z,FirewallAllow,10.20.5.73,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:02:00Z,AuthFailure,10.20.5.67,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:03:00Z,FirewallAllow,10.20.5.81,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:04:00Z,AuthFailure,10.20.5.69,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:05:00Z,FirewallAllow,10.20.5.80,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:06:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:07:00Z,VPNLogin,10.20.5.92,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T14:08:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:09:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:10:00Z,AuthFailure,10.20.5.77,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:11:00Z,ConfigChange,10.20.5.76,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T14:12:00Z,AuthSuccess,10.20.5.75,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:13:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:14:00Z,VPNLogout,10.20.5.99,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T14:15:00Z,AuthFailure,10.20.5.82,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:16:00Z,AuthFailure,10.20.5.77,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:17:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:18:00Z,AuthSuccess,10.20.5.89,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:19:00Z,FirewallAllow,10.20.5.90,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:20:00Z,AuthFailure,10.20.5.90,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:21:00Z,PrivilegeEscalation,10.20.5.86,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T14:22:00Z,AuthFailure,10.20.5.88,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:23:00Z,VPNLogout,10.20.5.105,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T14:24:00Z,ConfigChange,10.20.5.96,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T14:25:00Z,VPNLogout,10.20.5.114,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T14:26:00Z,PrivilegeEscalation,10.20.5.90,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T14:27:00Z,PrivilegeEscalation,10.20.5.99,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T14:28:00Z,ConfigChange,10.20.5.102,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T14:29:00Z,AuthSuccess,10.20.5.92,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:30:00Z,ConfigChange,10.20.5.98,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T14:31:00Z,PrivilegeEscalation,10.20.5.100,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T14:32:00Z,VPNLogout,10.20.5.121,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T14:33:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:34:00Z,FirewallAllow,10.20.5.111,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:35:00Z,AuthFailure,10.20.5.105,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:36:00Z,AuthFailure,10.20.5.103,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:37:00Z,AuthSuccess,10.20.5.101,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:38:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:39:00Z,ConfigChange,10.20.5.112,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T14:40:00Z,AuthFailure,10.20.5.102,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:41:00Z,AuthFailure,10.20.5.107,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:42:00Z,AuthFailure,10.20.5.107,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:43:00Z,VPNLogin,10.20.5.128,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T14:44:00Z,AuthSuccess,10.20.5.107,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:45:00Z,AuthFailure,10.20.5.108,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:46:00Z,FirewallAllow,10.20.5.120,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:47:00Z,AuthFailure,10.20.5.115,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:48:00Z,FirewallAllow,10.20.5.121,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T14:49:00Z,AuthSuccess,10.20.5.121,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T14:50:00Z,AuthFailure,10.20.5.118,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:51:00Z,PrivilegeEscalation,10.20.5.118,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T14:52:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:53:00Z,AuthFailure,10.20.5.124,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:54:00Z,VPNLogin,10.20.5.137,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T14:55:00Z,AuthFailure,10.20.5.125,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T14:56:00Z,AuthFailure,10.20.5.120,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T14:57:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T14:58:00Z,VPNLogin,10.20.5.147,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T14:59:00Z,PrivilegeEscalation,10.20.5.132,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:00:00Z,VPNLogin,10.20.5.148,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T15:01:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:02:00Z,AuthFailure,10.20.5.123,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:03:00Z,ConfigChange,10.20.5.130,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:04:00Z,AuthFailure,10.20.5.128,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:05:00Z,PrivilegeEscalation,10.20.5.135,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:06:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:07:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:08:00Z,PrivilegeEscalation,10.20.5.132,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:09:00Z,VPNLogout,10.20.5.151,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T15:10:00Z,AuthFailure,10.20.5.136,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:11:00Z,AuthFailure,10.20.5.134,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:12:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:13:00Z,AuthFailure,10.20.5.139,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:14:00Z,VPNLogout,10.20.5.165,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T15:15:00Z,PrivilegeEscalation,10.20.5.147,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:16:00Z,AuthSuccess,10.20.5.141,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T15:17:00Z,AuthSuccess,10.20.5.149,scada-gw.utility.local,supervisor@utility.com,Low,Web login OK,Substation-A
2026-06-11T15:18:00Z,AuthFailure,10.20.5.143,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:19:00Z,AuthFailure,10.20.5.144,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:20:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:21:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:22:00Z,ConfigChange,10.20.5.153,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:23:00Z,VPNLogout,10.20.5.173,scada-gw.utility.local,contractor@utility.com,Low,VPN session ended,Corporate-VPN
2026-06-11T15:24:00Z,FirewallAllow,10.20.5.159,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T15:25:00Z,AuthFailure,10.20.5.147,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:26:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:27:00Z,PrivilegeEscalation,10.20.5.156,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:28:00Z,PrivilegeEscalation,10.20.5.155,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:29:00Z,ConfigChange,10.20.5.162,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:30:00Z,FirewallAllow,10.20.5.163,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T15:31:00Z,AuthFailure,10.20.5.154,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:32:00Z,ConfigChange,10.20.5.164,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:33:00Z,AuthFailure,10.20.5.164,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:34:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:35:00Z,FirewallAllow,10.20.5.169,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T15:36:00Z,AuthFailure,10.20.5.163,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:37:00Z,PrivilegeEscalation,10.20.5.161,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:38:00Z,PrivilegeEscalation,10.20.5.169,scada-gw.utility.local,admin@utility.com,Critical,Role elevation on web portal,SCADA-Gateway
2026-06-11T15:39:00Z,AuthFailure,10.20.5.163,scada-gw.utility.local,unknown,Critical,Brute force on web portal,Corporate-VPN
2026-06-11T15:40:00Z,FirewallAllow,10.20.5.176,scada-gw.utility.local,,Low,Allowed outbound HTTPS,DMZ-Firewall
2026-06-11T15:41:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
2026-06-11T15:42:00Z,AuthFailure,10.20.5.165,scada-gw.utility.local,operator@utility.com,High,Web login failed,Substation-A
2026-06-11T15:43:00Z,VPNLogin,10.20.5.184,scada-gw.utility.local,contractor@utility.com,Low,VPN via web gateway,Corporate-VPN
2026-06-11T15:44:00Z,ConfigChange,10.20.5.169,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:45:00Z,ConfigChange,10.20.5.170,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:46:00Z,ConfigChange,10.20.5.171,scada-gw.utility.local,admin@utility.com,Medium,Web ACL updated,Substation-B
2026-06-11T15:47:00Z,FirewallDeny,203.0.113.50,scada-gw.utility.local,,High,Blocked web exploit attempt,DMZ-Firewall
